ID_INMUEBLE,ID _ESTADO,ESTADO,INSTITUCIÓN_A_CARGO_DEL_INMUEBLE,DENOMINACIÓN_INMUEBLE,TIPO_VIALIDAD,NOMBRE_VIALIDAD,NUMERO_EXTERIOR,NUMERO_INTERIOR,TIPO_ASENTAMIENTO,ID_LOCALIDAD,NOMBRE_LOCALIDAD,ID_MUNICIPIO,MUNICIPIO,CODIGO_POSTAL,NATURALEZA_INMUEBLE,TIPO_INMUEBLE,USO_INMUEBLE,OPERACION_ORIGEN,VALOR_CATASTRAL,TITULO_PROPIEDAD
2040,13,Hidalgo,Oficialía Mayor,Preescolar Indígena Juan Escutia,Calle,Agustín Melgar ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43003,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,522123.1326,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2041,13,Hidalgo,Oficialía Mayor,Primaria General Francisco I. Madero,Calle,Barrio Brisa del Rio ,2,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43003,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,3087781.031,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2042,13,Hidalgo,Oficialía Mayor,Preescolar Indígena Cuauhtémoc,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43018,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,1214370.534,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2043,13,Hidalgo,Oficialía Mayor,Primaria Indígena Naciones Unidas,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43018,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,4358093.329,
2044,13,Hidalgo,Oficialía Mayor,Telesecundaria 128,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43018,Urbana,Edificación,Telesecundaria,Donación a favor de Gobierno del Estado de Hidalgo,5113434.867,
2045,13,Hidalgo,Oficialía Mayor,Preescolar Indígena José Ma. Pino Suárez,Calle,Centro de la comunidad ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43010,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,699910.6572,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2046,13,Hidalgo,Oficialía Mayor,Primaria General José Ma Pino Suárez,Calle,Centro de la comunidad ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43010,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,7988305.119,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2047,13,Hidalgo,Oficialía Mayor,Escuela Secundaria Técnica 36,Calle,Barrio Cuatlamaya,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43010,Urbana,Edificación,Secundaria Técnica,Donación a favor de Gobierno del Estado de Hidalgo,90972420.32,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2048,13,Hidalgo,Oficialía Mayor,Preescolar Indígena Ignacio Zaragoza,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43017,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,364515.5138,
2049,13,Hidalgo,Oficialía Mayor,Primaria General José Ma. Morelos,Calle,Centro de la comunidad ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43017,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,3188297.397,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2050,13,Hidalgo,Oficialía Mayor,Preescolar Indígena Álvaro Obregón,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43018,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,478698.0188,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2051,13,Hidalgo,Oficialía Mayor,Primaria Indígena Niños Héroes,Calle,Centro de la localidad,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43018,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,4794898.885,
2052,13,Hidalgo,Oficialía Mayor,Primaria General Lic. Benito Juárez,Carretera,Huejutla Orizatlán ,Kilómetro 2.5,sin número,Colonia,0001,San Juan,28,Huejutla de Reyes,43001,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,5590344.793,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2053,13,Hidalgo,Oficialía Mayor,Telesecundaria 768,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Telesecundaria,Donación a favor de Gobierno del Estado de Hidalgo,4480245.62,
2054,13,Hidalgo,Oficialía Mayor,Telesecundaria 783,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43006,Urbana,Edificación,Telesecundaria,Donación a favor de Gobierno del Estado de Hidalgo,8278997.94,
2055,13,Hidalgo,Oficialía Mayor,Preescolar Indígena José Vasconcelos,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43016,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,817924.7899,
2056,13,Hidalgo,Oficialía Mayor,Primaria General Jaime Nuno,Calle,Miguel Hidalgo ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43016,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,1819001.383,
2057,13,Hidalgo,Oficialía Mayor,Telesecundaria 65,Calle,Principal ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43016,Urbana,Edificación,Telesecundaria,Donación a favor de Gobierno del Estado de Hidalgo,5871330.823,
2058,13,Hidalgo,Oficialía Mayor,Preescolar Indígena Leóna Vicario,Calle,Ejido ,sin número,sin número,Colonia,0001,Linda Vista,28,Huejutla de Reyes,43000,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,1141314.167,
2059,13,Hidalgo,Oficialía Mayor,Primaria Indígena Luis Donaldo Colosio Murrieta,Calle,Ganadería ,sin número,sin número,Colonia,0001,Linda Vista,28,Huejutla de Reyes,43000,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,1226120.859,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2060,13,Hidalgo,Oficialía Mayor,Preescolar Indígena Benito Juárez,Calle,Centro de la población ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43016,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,401554.5815,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2061,13,Hidalgo,Oficialía Mayor,Primaria General Cuauhtémoc,Calle,Centro de la comunidad,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43016,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,1152369.69,
2062,13,Hidalgo,Oficialía Mayor,Preescolar Indígena Luis Donaldo Colosio,Calle,Domicilio conocido ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43016,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,551498.9448,
2063,13,Hidalgo,Oficialía Mayor,Primaria General Niños Héroes de Chapultepec,Carretera,México-Tampico ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43016,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,5670170.37,
2064,13,Hidalgo,Oficialía Mayor,Preescolar General Constitución de La Independencia,Calle,Centro de la comunidad ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43005,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,560183.9676,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2065,13,Hidalgo,Oficialía Mayor,Primaria General Benito Juárez,Calle,Solidaridad y Pipila ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43005,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,1002098.361,
2066,13,Hidalgo,Oficialía Mayor,Telesecundaria 103,Carretera,Federal Huejutla-Orizatlán,Kilómetro 6.5,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43005,Urbana,Edificación,Telesecundaria,Donación a favor de Gobierno del Estado de Hidalgo,23040193.38,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2067,13,Hidalgo,Oficialía Mayor,Preescolar Indígena Cuauhtémoc,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43004,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,1558795.547,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2068,13,Hidalgo,Oficialía Mayor,Primaria Indígena Ignacio Manuel Altamirano,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43004,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,10118817.83,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2069,13,Hidalgo,Oficialía Mayor,Primaria General Francisco I. Madero,Calle,Centro de la comunidad ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43017,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,2585582.362,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2070,13,Hidalgo,Oficialía Mayor,Primaria General Niños Héroes,Calle,Centro de la comunidad ,sin número,sin número,Colonia,0001,El Moreno,28,Huejutla de Reyes,43000,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,3665590.486,
2071,13,Hidalgo,Oficialía Mayor,Primaria General Miguel Domínguez,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43010,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,843468.9744,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2072,13,Hidalgo,Oficialía Mayor,Preescolar General Euripides,Calle,Centro de la localidad ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,508329.2729,
2073,13,Hidalgo,Oficialía Mayor,Primaria General Alfonso Quijano Aquino,Calle,En el centro de la comunidad ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,1485394.333,
2074,13,Hidalgo,Oficialía Mayor,Preescolar Indígena Rafael Rámirez,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,239093.5676,
2075,13,Hidalgo,Oficialía Mayor,Primaria Indígena Francisco Marquez,Calle,Centro de la población ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,632984.8936,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2076,13,Hidalgo,Oficialía Mayor,Preescolar General Profr. Juan Mogica Ugalde,Calle,Calle Principal ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43003,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,970679.0136,
2077,13,Hidalgo,Oficialía Mayor,Primaria General Francisco I. Madero,Calle,Centro de la  comunidad,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43003,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,8794479.584,
2078,13,Hidalgo,Oficialía Mayor,Secundaria Técnica Escuela Secundaria Técnica 43,Calle,Barrio Tepetate ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43003,Urbana,Edificación,Secundaria Técnica,Donación a favor de Gobierno del Estado de Hidalgo,47435039.86,
2079,13,Hidalgo,Oficialía Mayor,Primaria Indígena Benito Juárez,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43003,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,4198953.059,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2080,13,Hidalgo,Oficialía Mayor,Preescolar General Francisco de P. Mariel,Calle,Principal ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,544602.0149,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2081,13,Hidalgo,Oficialía Mayor,Primaria General Juan Escutia,Carretera,Huejutla S/Felipe Orizatlán ,Kilómetro 6.5,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,4541883.737,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2082,13,Hidalgo,Oficialía Mayor,Preescolar General Ricardo Rámirez Molinos,Calle,Principal ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43001,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,1371467.27,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2083,13,Hidalgo,Oficialía Mayor,Primaria General Cuauhtémoc,Carretera,Huejutla-San Felipe,Kilómetro 6 ,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43001,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,8594340.898,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2084,13,Hidalgo,Oficialía Mayor,Preescolar General Jean Piaget,Calle,Principal ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,413815.79,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2085,13,Hidalgo,Oficialía Mayor,Primaria General Gral. Juan Álvarez,Calle,Entrada de la comunidad ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,1627675.441,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2086,13,Hidalgo,Oficialía Mayor,Preescolar Indígena Niños Héroes,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43011,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,1019596.127,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2087,13,Hidalgo,Oficialía Mayor,Primaria General Netzahualcoyotl,Calle,Al terminar el poblado ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43011,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,2863630.811,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2088,13,Hidalgo,Oficialía Mayor,Preescolar Indígena Sor Juana Inés de La Cruz,Calle,Al Centro de la comunidad ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,279964.2629,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2089,13,Hidalgo,Oficialía Mayor,Primaria Indígena Redención Campesina,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43000,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,3328024.086,
2090,13,Hidalgo,Oficialía Mayor,Preescolar Indígena Venustiano Carranza,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43006,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,1940591.702,
2091,13,Hidalgo,Oficialía Mayor,Primaria Indígena Venustiano Carranza,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43006,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,4791450.42,
2092,13,Hidalgo,Oficialía Mayor,Preescolar General Profr. Jesús Vicente Petit Higuera,Calle,Entrada a la comunidad ,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43005,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,1161238.631,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
2093,13,Hidalgo,Oficialía Mayor,Primaria General Bartolomé de Medina,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Huejutla de Reyes,28,Huejutla de Reyes,43005,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,1439670.242,
